what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902536871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902542715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522902551745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902552786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902556351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902559047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902565183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902565193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902613037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902614174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902629497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902787336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902809505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902843270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902878278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902879600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902880693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902881259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902909277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902913002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902952246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522902953301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902961010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902961965
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902962165
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902962245
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902962275
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902962325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902965055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902979459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1522902981547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902981873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902983398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902983708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902985562
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902985777
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522902985907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902989107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522902999921
error,log,,,"Project Ass1 is closed",1522903001877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903001897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903002960
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522903006187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903008236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903008466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903010174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903014108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903016483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903047547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903048233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903051998
error,log,,,"Project Ass1 is closed",1522903058128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903058160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903058441
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903058451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903061762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903061832
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522903064482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903068593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903071613
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1522903072496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903072625
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522903075499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903075765
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522903075765
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --sidp=0x430f0, --id=0x7, --timestamp=1393900972, /cygdrive/d/CS723-A1/workspace/software/vgatrial/vgatrial.elf] return code: 127",1522903083323
error,log,,,"Downloading ELF Process failed",1522903083323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903083343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903087182
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522903094150
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1522903094461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903094773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903096826
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --sidp=0x430f0, --id=0x7, --timestamp=1393900972] return code: 127",1522903097580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903098105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903098877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903099958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903100588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903100880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903101700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903102304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903102970
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1522903103210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903136187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903149874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903150434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903150946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903152627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903155006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903157394
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522903160221
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903171227
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903171377
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903183048
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903195165
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903196908
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903198023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522903205078
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903214671
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903216995
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903218365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903232720
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903234463
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903238394
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903241841
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903246753
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903251043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522903253400
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903254230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522903255968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903269317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522903271455
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903272185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522903274234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1522903278022
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903278816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903281729
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903283477
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1522903309794
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903314224
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903314374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903321804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1522903321864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903331459
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903332996
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903339753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522903402539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903403131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1522903424034
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903432852
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903442345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522903449499
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1522903450322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522903455125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1522903471760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1522903472936
